,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,Samba Vegan Shoes,Children Originals,2 colors,/us/samba-vegan-shoes/GZ8349.html,$65,"Indoor, outdoor, whatever. Kids live for recess, no matter where it happens. So lace them into a pair of sneakers that have been helping soccer players speed down every surface from icy ground to artificial turf. The adidas Samba was first introduced in 1950. Since then, it's become one of the most popular futsal shoes of all time, and a streetwear icon to boot. This kids' version gives them their own little piece of the legend.

Made with vegan alternatives to animal-derived ingredients or materials.",Lace closure; Vegan upper made with a minimum of 50% recycled materials; OrthoLite® sockliner; Gum rubber outsole; Imported; Product color: Cloud White / Core Black / Gum; Product code: GZ8349, Cloud White / Core Black / Gum,130,4.8,
1,Ozelia Shoes,Youth Originals,2 colors,/us/ozelia-shoes/H03131.html,$80,"If it all has to start somewhere, we'd say the '90s are a pretty solid launching point. Take these juniors' Ozelia Shoes. The DNA is straight out of adidas' past, but the futuristic look is all grown up with a sleek, monochromatic build. Adiprene cushioning makes every step feel like a good one. 

This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",Snug fit; Lace closure; Textile upper; Adiprene cushioning; OrthoLite® sockliner; Rubber outsole; Imported; Product color: Core Black / Core Black / Core Black; Product code: H03131, Clear Pink / Core Black / Clear Pink,309,4.8,$64
2,Nizza Shoes,Originals,6 colors,/us/nizza-shoes/CQ2332.html,$70,"Slam dunk your street style. These adidas Nizza Shoes are a reissue of the classic 1978 B-ball trainers. The canvas upper keeps it real, and real soft. The signature toe bumper polishes off the look. Game on.",Regular fit; Lace closure; Canvas upper with rubber toe bumper; '80s basketball-style trainers; OrthoLite® sockliner; Vulcanized rubber outsole; Imported; Product color: Core Black / Cloud White / Cloud White; Product code: CQ2332, Core Black / Cloud White / Cloud White,1642,4.7,
3,Retropy Adisuper Her Vegan Shoes,Women's Originals,40% off with code: cyber,/us/retropy-adisuper-her-vegan-shoes/GY1901.html,$110,"You like your shoes like you like your fruit juice. Healthy. That's why these adidas shoes are made with vegan and recycled materials — a better choice for the planet. And as a healthy treat for you, they celebrate plant-based lifestyles and tasty fruit juice with vivid colors, a lace jewel and graphics on the sockliner. A message on the tongue reminds you to ""make it juicy.""

To reduce our reliance on virgin materials, we make sure that our vegan alternatives also contain a minimum of 25% recycled content.",Regular fit; Lace closure; Textile upper; Textile lining; Rubber outsole; Vegan alternative: At least 25% recycled content; Imported; Product color: Cloud White / Collegiate Burgundy / Shadow Maroon; Product code: GY1901,,1,5.0,$88
4,Nizza RF Hi Shoes,Originals,5 colors,/us/nizza-rf-hi-shoes/F34057.html,$85,The Nizza Hi RF reworks an '80s B-ball design from a fresh and modern point of view. These high top shoes show off an exaggerated toe bumper and high sidewalls that add streetwise swagger. The canvas upper is sturdy and naturally breathable. Stitched details add a refined touch.,Regular fit; Lace closure; Canvas upper; Rubber toe cap; Canvas lining; Vulcanized rubber outsole; 13.5 mm midsole height; Heel pull loop; Enjoy the comfort and performance of OrthoLite® sockliner; Vulcanized rubber midsole; Durable feel; Imported; Product color: Core Black / Cloud White / Off White; Product code: F34057, Crew Red / Wonder White / Wonder White,397,4.6,$68
5,Harden Vol. 6 Basketball Shoes,Basketball,7 colors,https://www.adidas.com/us/harden-vol.-6-basketball-shoes/GW1712.html,$150,"Strike when your opponent least expects it. Drive to the rim, pull up from deep and leave defenders in your wake — just like James Harden. These adidas basketball shoes are made with BOOST for the energy return you need from the opening whistle to those grueling last seconds of overtime. Bands on the forefoot and heel give you a locked-down feel all game long.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.","Regular fit; Lace closure; Breathable mesh upper; Supportive, locked-down feel; Textile lining; BOOST midsole; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Core Black / Core Black / Bliss Blue; Product code: GW1712", Core Black / Core Black / Cloud White,134,4.7,
6,NMD_R1 Shoes,Men's Originals,32 colors,https://www.adidas.com/us/nmd_r1-shoes/FZ5877.html,$150,"Every day in the city is different from the last. New sights. New ideas. Hit the pavement and keep pace with the commotion in these adidas NMD_R1 shoes. They're built on a design from our running archives, so they're definitely up to the task of daily commutes and weekend rambles. BOOST cushioning and a stretchy knit upper have you covered with comfort. Midsole plugs serve up bold NMD style.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Lace closure; Stretch knit upper; Textile lining; BOOST midsole; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Core Black / Semi Impact Orange / Beam Yellow; Product code: FZ5877, Core Black / Core Black / Core Black,2569,4.6,
7,EQ21 Run Shoes,Men's Running,7 colors,https://www.adidas.com/us/eq21-run-shoes/GW6728.html,$80,"When running is your sport, there's nothing you love more than that daily run. Log miles in ultimate comfort when you lace up in these adidas shoes. A breathable upper keeps feet feeling cool and fresh on warm days. Lightweight cushioning makes each step more enjoyable.",Regular fit; Lace closure; Engineered mesh upper; Padded collar; TPU quarter and heel stabilizers; Bounce midsole; Weight: 584 g (size UK 8.5); Midsole drop: 10.5 mm; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Core Black / Beam Yellow; Product code: GW6728, Cloud White / Core Black / Beam Yellow,1003,4.5,$68
8,,,,/us/top-ten-rb-shoes/HQ1480.html,,"High top shoes in classic court style. These adidas shoes are ready for everyday adventures. The classic 3-Stripes get a fun, bright update. 

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Lace closure; Leather upper; Textile lining; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cream White / Night Sky / Vivid Red; Product code: HQ1480, Cloud White / Almost Blue / Grey One,34,4.7,
9,,,,/us/samba-vegan-shoes/GZ8347.html,,"They're never too young to join the team. Soccer players have been lacing into the adidas Samba for generations. Now it's your little one's turn. These toddlers' shoes have the same timeless look that made the originals famous, like the grippy gum sole and unmistakable 3-Stripes. The box includes two sets of laces: one normal, one elastic.

Made with vegan alternatives to animal-derived ingredients or materials.",Elastic and regular laces; Vegan upper made with a minimum of 50% recycled materials; OrthoLite® sockliner; Gum rubber outsole; Imported; Product color: Cloud White / Core Black / Gum; Product code: GZ8347, Cloud White / Core Black / Gum,214,4.8,
