,title,subtitle,num_colors,url,price,description,details,colors,n_reviews,avg_stars,reduced_price
0,Predator Edge.1 Low Firm Ground Soccer Cleats,Soccer,"2 colors, Firm Ground",/us/predator-edge.1-low-firm-ground-soccer-cleats/GW1022.html,$250,"Swerve. Control. Power. adidas Predator has all angles covered. Hit the pitch and find your edge in these firm ground cleats. On top, a low-cut Zone Skin upper includes discrete ribbed sections, each excelling at a different type of cleat-to-ball contact. Underneath, a Power Facet diverts weight to the forefoot for fierce strikes. The adaptive adidas PRIMEKNIT collar locks you in while you establish control.",Regular fit; Lace closure; adidas PRIMEKNIT upper; Low-cut adidas PRIMEKNIT collar; Zone Skin rubber control zones; Firm ground outsole; Imported; Product color: Cloud White / Solar Yellow / Power Blue; Product code: GW1022, Cloud White / Solar Yellow / Power Blue,42,3.6,
1,Pureboost 22 Shoes,Men's Running,7 colors,/us/pureboost-22-shoes/HQ1449.html,$140,"You don't need a lot to go running. A snack, a playlist and these adidas running shoes will keep you going for the next few miles. Cushioned and responsive, Pureboost is an ultra-comfortable training shoe for short daily runs. adidas BOOST delivers incredible energy return with each step, and the Stretchweb rubber outsole flexes underfoot for an energized ride.","Regular fit; Lace closure; Engineered mesh upper; Cushioned, responsive feel; Textile lining; BOOST midsole; Midsole drop: 10 mm (heel: 20 mm / forefoot: 10 mm); Stretchweb rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Cloud White / Solar Yellow; Product code: HQ1449", Core Black / Core Black / Core Black,44,4.6,$98
2,Forum Bold Shoes,Women's Originals,10 colors,/us/forum-bold-shoes/GY6990.html,$110,"Express your personal style in these adidas Forum Bold Shoes. The sneakers stay true to their '80s basketball roots while adding details like a platform outsole. Amp up the sophistication with premium leather and a subtle snakeskin deboss on the famous X-ankle detail. The terry lining and platform outsole add extra comfort. Wear them with your everyday jeans or your favorite outfit.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Lace closure; Leather upper with nylon underlays; Textile lining; Platform rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Off White / Cloud White / Bliss Lilac; Product code: GY6990, Cloud White / Cloud White / Core Black,117,4.7,
3,Adilette TND Slides,Sportswear,12 colors,/us/adilette-tnd-slides/GX9708.html,$35,"Inspired by the beloved adidas classic, these Adilette slides bring versatile comfort and sporty style to any occasion. The hook-and-loop top strap adjusts easily for a snug fit, while the quick-dry footbed is right at home from the pool deck to the locker room to the beach. A unique design shows some love for the Japan Football Association.",Regular fit; Hook-and-loop strap; EVA upper; Cloudfoam footbed; Textile lining; EVA outsole; Imported; Product color: Japan Blue / Cloud White / Hi-Res Blue; Product code: GX9708, Core Black / Cloud White / Light Blue,269,4.7,$18
4,OZWEEGO Shoes,Women's Originals,6 colors,/us/ozweego-shoes/GW6803.html,$120,"The adidas OZWEEGO Shoes are meant for impact. Not just on your comfort levels — which they definitely raise with the undeniable power trifecta of EVA, Adiprene and Adiprene+ cushioning — but also on your look. The bold silhouette and fluid lines can't help but make an impression. Which is exactly the point.",Snug fit; Lace closure; Textile upper; Textile lining; Adiprene cushioning; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Bliss Orange / Almost Blue; Product code: GW6803, Linen Green / Dash Grey / Feather Grey,122,4.6,$84
5,Adizero Boston 11 Shoes,Men's Running,5 colors,https://www.adidas.com/us/adizero-boston-11-shoes/GX6652.html,$160,"The Boston Marathon is a race. But it's also a goal and a training plan during all the days it stays on your mind before the big one. The Adizero Boston 11 shoes are built for mid- to long-distance running. They bring a race-day quality to training, with a propulsive feel that comes from ENERGYRODS, which limit energy loss underfoot. They're fast, but that does not come at the cost of durability — the midsole mixes ultralight Lightstrike Pro cushioning with durable Lightstrike EVA.",Regular fit; Lace closure; Lightweight mesh upper; Flexible feel with support in key areas; ENERGYRODS limit energy loss; Lightstrike Pro+ cushioning; Weight: 9.6 ounces (size 9); Midsole drop: 8.5 mm (heel: 39.5 mm / forefoot: 31 mm); Continental™ Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Solar Orange / Cloud White / Wonder Steel; Product code: GX6652, Grey Three / Zero Metalic / Carbon,74,4.4,$96
6,EQ21 Run Shoes,Women's Running,6 colors,https://www.adidas.com/us/eq21-run-shoes/GX7320.html,$80,"Bright lines. Floral blooms. These adidas sneakers expertly blend color and pattern. The inside is just as sophisticated, with a specially crafted TPU heel for a stable, comfortable fit. The Bounce midsole offers soft cushioning, and the flexible rubber outsole ensures a springy ride. You'll want to wear these for running and rest days too. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure; Engineered mesh upper; Geofit padded collar; Bounce midsole; TPU heel support; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Core Black / Bliss Orange / Bliss Pink; Product code: GX7320, Core Black / Bliss Orange / Bliss Pink,707,4.5,$64
7,Superstar Shoes,Men's Originals,25 colors,https://www.adidas.com/us/superstar-shoes/GX9878.html,$100,"Game day or any day. Your love for your national team never fades. And with these adidas Superstar shoes, you can rep it everywhere you go. At the grocery store, in the stands or on city streets, your country's colors stand out bright from the smooth leather upper. And because we like to keep things iconic, the rubber shell toe is here in true form — a classic detail that's been famous for over 50 years.

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content.",Regular fit; Lace closure; Leather upper; Molded sockliner; Synthetic lining; Rubber outsole; 25% of the components used to make the upper are made with a minimum of 50% recycled content; Imported; Product color: Cloud White / Off White / Green; Product code: GX9878, Core Black / Core Black / Core Black,2586,4.7,
8,,,,/us/dropset-trainer-shoes/GW3896.html,,"Step into the gym with confidence. These adidas DropSet trainers are made for stability during tough workouts. They have a slightly softer forefoot for comfort during agility exercises. A firmer heel keeps your stance steady for weightlifting. The engineered knit upper gives a breathable feel from first lunge to final deadlift. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",Regular fit; Lace closure with customizable TPU eyestays; Engineered knit upper; Stable feel; Textile lining; Dual-density EVA midsole with softer forefoot and stiffer heel; Rubber outsole; Upper contains a minimum of 50% recycled content; Imported; Product color: Royal Blue / Cloud White / Silver Metallic; Product code: GW3896,,25,4.8,
9,,,,/us/ultraboost-5.0-dna-shoes/H03834.html,,"Go on your next walk around the neighborhood or that weekend run with friends in these Ultraboost DNA shoes. They have a stretchy adidas PRIMEKNIT upper that wraps around your foot so you can move freely. A BOOST midsole returns energy with every step, and the Continental™ Rubber outsole gives you secure traction on wet and dry surfaces.

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.",Regular fit; Lace closure; adidas PRIMEKNIT textile upper; Textile lining; BOOST midsole; Continental™ Rubber outsole; Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester; Imported; Product color: Ash Pearl / Ash Pearl / Silver Metallic; Product code: H03834, Ash Pearl / Ash Pearl / Silver Metallic,,,
