,title,subtitle,num_colors,url,price,reduced_price,description,details,colors,n_reviews,avg_stars
0,adidas Adilette Comfort x LEGO® Slides,Yoga,19 colors,/us/adidas-adilette-comfort-x-lego-slides/GW0823.html,$40,$28,"Whether you're heading to the locker room after an intense gym session or at home recovering on the couch, these slides keep your feet wrapped in lightweight comfort. The adidas 3-Stripes design keeps your sports-inspired look on point, while the LEGO® logo and LEGO® blocks-inspired features help you stay in touch with your playful side.

Made with a series of recycled materials, this upper features at least 50% recycled content.",, Core Black / Core White / Grey Six,9737,4.7
1,Puremotion SE Shoes,Women's Essentials,4 colors,/us/puremotion-se-shoes/GZ6773.html,$80,$40,"Step into comfort and stride through your day in total confidence. These adidas running-inspired shoes match a Cloudfoam midsole with a memory foam sockliner so they're pillow soft. Embroidered 3-Stripes and color pops on the heel give these sneakers a subtle yet stylish finish.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Core Black / Grey One / Bliss Orange,16,4.6
2,Grand Court 2.0 Shoes,Children Essentials,,/us/grand-court-2.0-shoes/GV6809.html,$50,$35,"Double thumbs-up for these kids' classic adidas sneakers. They have a soft textile lining that gently hugs growing feet. The hook-and-loop top strap can be tightened to keep them firmly in place, plus it's a quick and easy way for independent kids to put on their own shoes. Add sporty camo 3-Stripes and even the pickiest young shoppers approve.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",,,3,4.7
3,NMD_R1 Shoes,Women's Originals,18 colors,/us/nmd_r1-shoes/HP9733.html,$150,$90,"Limitations? Yeah, we don't believe in those. And in these adidas shoes, you don't need to either. They're made with energy-returning BOOST cushioning so you can walk all day, and the bright pops of color are here to step up your style.

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Bright Orange / Bright Orange / Core Black,2371,4.5
4,Hoops 3.0 Mid Classic Gold Metallic Shoes,Women's Essentials,4 colors,/us/hoops-3.0-mid-classic-gold-metallic-shoes/GY4752.html,$70,$42,"A new riff on a hardwood classic. These high top adidas shoes have simple lace-up fronts and subtle metallic-gold detailing. The bouncy rubber cupsole supports your feet all day. Wear yours with jeans that hit just above the ankle for a laid-back weekend look. 

Made in part with recycled content generated from production waste, e.g. cutting scraps, and post-consumer household waste to avoid the larger environmental impact of producing virgin content. 25% of the components used to make the upper are made with a minimum of 50% recycled content.",, Cloud White / Cloud White / Gold Metallic,4,4.5
5,Terrex Free Hiker COLD.RDY Hiking Boots,Women's TERREX,2 colors,https://www.adidas.com/us/terrex-free-hiker-cold.rdy-hiking-boots/FU7224.html,$260,$182,"Hiking in cold or winter scenarios has never been so nice. This adidas Terrex Free Hiker shoe was specifically designed for ultimate comfort on long hikes. Its socklike Primeknit upper, paired with COLD.RDY technology and water-repellent insulation fit snugly around the foot for a comfortable, warm fit. In addition, thanks to the waterproof GORE-TEX membrane, even difficult wet conditions are no problem.",, Core Black / Core Black / Metal Grey,147,4.7
6,Samba OG Shoes,Originals,2 colors,https://www.adidas.com/us/samba-og-shoes/B75807.html,$100,,"Born on the soccer field, the Samba is a timeless icon of street style. These shoes stay true to their legacy with a soft leather upper and suede overlays.",, Cloud White / Core Black / Clear Granite,1985,4.7
7,Lite Racer Adapt 5.0 Shoes,Men's Essentials,7 colors,https://www.adidas.com/us/lite-racer-adapt-5.0-shoes/GW9038.html,$70,$56,"These adidas shoes are the quickest way to step outside without losing style points. With their unexpected color combinations and sporty webbed laces, they instantly add flash to simple outfits. The Cloudfoam cushioning feels superlight and comfy, whether you style them up with denim or slip them on with swim shorts. 
 
Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.",, Cloud White / Core Black / Cloud White,96,4.7
8,,,,/us/samba-arsenal-shoes/HQ7033.html,,,"Ignite your soccer pride. The tongue on these adidas Samba shoes displays the famous cannon from Arsenal's badge. Done up in white, serrated 3-Stripes stand out against the red leather upper, mirroring the look of the North London club's famous home kit. Other signature Samba details, like the T-toe and gum rubber outsole, stay true to their origins.",, Clear Blue / Cloud White / Tactile Blue,183,4.9
9,,,,/us/samba-classic-shoes/036516.html,,,Getting up and down the field with speed is the name of the indoor game. The Samba has dominated indoor soccer for decades for a reason. This kids' version of the legendary soccer shoes features a leather upper and a lightweight EVA midsole for better response on indoor surfaces.,,,232,4.7
